,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Population,customer_loyalty,Service_Count,ServiceCategory,Charges per Service,charges Level,Churn_Flag
3456,Female,39,Yes,3,Carnelian Bay,96140,39.227434,-120.091806,7,72,Yes,49.12,Yes,Yes,DSL,23.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,80.2,5714.2,0.0,0,3536.64,9250.84,Stayed,Still Customer,Still Customer,1943,Loyal,8,Heavy Bundle,714.28,Mid Level of charges,0
3457,Female,76,No,0,Half Moon Bay,94019,37.45567,-122.407992,0,29,Yes,20.98,Yes,Yes,Fiber Optic,16.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,98.65,2862.75,0.0,0,608.42,3471.17,Churned,Attitude,Attitude of support person,17929,Established,6,Heavy Bundle,477.12,Mid Level of charges,1
3458,Male,25,No,0,La Canada Flintridge,91011,34.234912,-118.153729,0,29,Yes,28.83,Yes,Yes,DSL,47.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,70.9,1964.6,0.0,0,836.07,2800.67,Stayed,Still Customer,Still Customer,20200,Established,7,Heavy Bundle,280.66,Mid Level of charges,0
3459,Male,53,Yes,0,Lathrop,95330,37.80821,-121.308401,0,5,Yes,31.76,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,19.35,126.05,0.0,0,158.8,284.85,Churned,Competitor,Competitor made better offer,10834,New,1,Single Service,126.05,Low Level of charges,1
3460,Male,39,No,0,Palo Alto,94306,37.416159,-122.131337,0,11,No,0.0,No phone Service,Yes,DSL,5.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,41.6,470.6,0.0,0,0.0,470.6,Churned,Competitor,Competitor offered higher download speeds,24492,Early,4,Light Bundle,117.65,Low Level of charges,1
3461,Male,49,Yes,0,Los Angeles,90046,34.108455,-118.362081,3,54,Yes,48.45,Yes,Yes,DSL,28.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770.0,0.0,0,2616.3,6386.3,Stayed,Still Customer,Still Customer,49839,Loyal,6,Heavy Bundle,628.33,Mid Level of charges,0
3462,Female,70,No,0,Buttonwillow,93206,35.451402,-119.488413,0,49,Yes,47.72,No,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.85,4287.2,0.0,0,2338.28,6625.48,Stayed,Still Customer,Still Customer,2078,Loyal,6,Heavy Bundle,714.53,Mid Level of charges,0
3463,Male,76,Yes,0,Tahoma,96142,39.061227,-120.179546,5,72,Yes,27.74,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,7898.45,0.0,0,1997.28,9895.73,Stayed,Still Customer,Still Customer,1291,Loyal,9,Heavy Bundle,877.61,High Level of charges,0
3464,Male,30,Yes,0,Soulsbyville,95372,37.990574,-120.261821,1,9,Yes,31.67,Yes,Yes,Cable,59.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.35,661.25,0.0,10,285.03,956.28,Churned,Dissatisfaction,Network reliability,1519,Early,3,Light Bundle,220.42,Mid Level of charges,1
3465,Female,56,No,0,San Francisco,94129,37.797526,-122.464531,0,1,Yes,1.17,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,94.6,0.0,0,1.17,95.77,Churned,Other,Don't know,2240,New,6,Heavy Bundle,15.77,Low Level of charges,1
3466,Female,44,No,0,Sunland,91040,34.282704,-118.312929,0,31,Yes,33.38,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,2697.4,0.0,0,1034.78,3732.18,Churned,Attitude,Attitude of support person,18752,Established,4,Light Bundle,674.35,Mid Level of charges,1
3467,Female,44,No,0,Perris,92571,33.828289,-117.201666,0,1,Yes,7.34,Yes,Yes,Fiber Optic,11.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.6,84.6,0.0,0,7.34,91.94,Joined,Still Customer,Still Customer,26357,New,3,Light Bundle,28.2,Low Level of charges,0
3468,Male,80,Yes,0,Alpaugh,93201,35.869626,-119.498771,0,56,Yes,48.8,Yes,Yes,Fiber Optic,12.0,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.55,5794.65,0.0,0,2732.8,8527.45,Churned,Competitor,Competitor offered higher download speeds,1054,Loyal,7,Heavy Bundle,827.81,High Level of charges,1
3469,Male,49,Yes,1,Mount Hermon,95041,37.051166,-122.056194,9,70,Yes,22.67,Yes,Yes,DSL,29.0,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,68.95,4858.7,0.0,0,1586.9,6445.6,Stayed,Still Customer,Still Customer,77,Loyal,6,Heavy Bundle,809.78,High Level of charges,0
3470,Female,68,Yes,0,Los Angeles,90063,34.044271,-118.185237,4,55,Yes,22.74,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,90.45,5044.8,12.48,0,1250.7,6283.02,Stayed,Still Customer,Still Customer,55668,Loyal,6,Heavy Bundle,840.8,High Level of charges,0
3471,Male,23,No,0,Santa Monica,90405,34.005439,-118.477507,0,3,Yes,47.68,No,Yes,DSL,82.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,53.4,188.7,0.0,0,143.04,331.74,Churned,Other,Don't know,26099,New,5,Light Bundle,37.74,Low Level of charges,1
3472,Male,64,Yes,0,San Diego,92126,32.886925,-117.152162,3,5,Yes,36.88,Yes,Yes,Fiber Optic,8.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0.0,0,184.4,638.15,Churned,Competitor,Competitor made better offer,74232,New,5,Light Bundle,90.75,Low Level of charges,1
3473,Male,53,No,0,Pasadena,91103,34.167465,-118.165327,0,3,Yes,39.38,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,220.1,0.0,0,118.14,338.24,Churned,Competitor,Competitor offered higher download speeds,27891,New,3,Light Bundle,73.37,Low Level of charges,1
3474,Female,23,Yes,0,Westminster,92683,33.752591,-117.993661,6,26,Yes,34.12,No,Yes,DSL,58.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,73.5,1905.7,17.03,70,887.12,2845.79,Stayed,Still Customer,Still Customer,88230,Established,7,Heavy Bundle,272.24,Mid Level of charges,0
3475,Female,33,No,0,Igo,96047,40.524535,-122.647172,0,25,Yes,1.22,No,Yes,DSL,10.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.8,1679.65,29.29,0,30.5,1680.86,Stayed,Still Customer,Still Customer,911,Established,7,Heavy Bundle,239.95,Mid Level of charges,0
3476,Male,29,No,0,Stockton,95212,38.049457,-121.21653,0,15,Yes,14.79,Yes,Yes,DSL,59.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.6,939.7,0.0,0,221.85,1161.55,Churned,Dissatisfaction,Service dissatisfaction,6951,Growth,5,Light Bundle,187.94,Low Level of charges,1
3477,Female,51,Yes,0,Mt Baldy,91759,34.231318,-117.662032,4,31,Yes,1.2,No,Yes,DSL,15.0,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,49.2,1498.55,0.0,100,37.2,1635.75,Stayed,Still Customer,Still Customer,47,Established,3,Light Bundle,499.52,Mid Level of charges,0
3478,Male,39,Yes,0,Pacific Grove,93950,36.618337,-121.926417,0,2,Yes,49.41,Yes,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.45,171.45,0.0,10,98.82,280.27,Joined,Still Customer,Still Customer,15449,New,4,Light Bundle,42.86,Low Level of charges,0
3479,Female,61,No,0,Oxnard,93030,34.223244,-119.18012,0,1,Yes,1.59,No,Yes,Cable,14.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,53.55,53.55,0.0,0,1.59,55.14,Churned,Price,Lack of affordable download/upload speed,79736,New,4,Light Bundle,13.39,Low Level of charges,1
3480,Male,47,No,0,Ukiah,95482,39.134075,-123.23422,0,18,Yes,33.8,Yes,Yes,Cable,17.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,56.25,969.85,0.0,30,608.4,1608.25,Stayed,Still Customer,Still Customer,30988,Growth,3,Light Bundle,323.28,Mid Level of charges,0
3481,Male,79,Yes,0,Los Angeles,90034,34.030578,-118.399613,10,2,Yes,33.1,No,Yes,Fiber Optic,11.0,No,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,95.5,181.65,0.0,10,66.2,257.85,Joined,Still Customer,Still Customer,58218,New,5,Light Bundle,36.33,Low Level of charges,0
3482,Female,54,No,0,Hornbrook,96044,41.962127,-122.527696,0,13,Yes,10.66,No,Yes,DSL,5.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.95,923.85,10.47,0,138.58,1051.96,Stayed,Still Customer,Still Customer,1026,Growth,7,Heavy Bundle,131.98,Low Level of charges,0
3483,Female,39,Yes,0,Northridge,91324,34.238208,-118.55029,1,40,Yes,31.37,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.1,780.1,45.6,0,1254.8,1989.3,Stayed,Still Customer,Still Customer,25751,Established,1,Single Service,780.1,Mid Level of charges,0
3484,Female,71,No,0,Pinon Hills,92372,34.459322,-117.629729,0,17,Yes,24.15,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.65,330.6,0.0,0,410.55,741.15,Stayed,Still Customer,Still Customer,4280,Growth,1,Single Service,330.6,Mid Level of charges,0
3485,Female,56,No,0,Rosamond,93560,34.903052,-118.411251,0,10,Yes,23.84,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.9,199.45,0.0,0,238.4,437.85,Stayed,Still Customer,Still Customer,14931,Early,1,Single Service,199.45,Low Level of charges,0
3486,Male,62,Yes,3,Snelling,95369,37.521708,-120.426843,3,61,Yes,34.54,Yes,Yes,Fiber Optic,58.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.9,6241.35,0.0,0,2106.94,8348.29,Stayed,Still Customer,Still Customer,1158,Loyal,7,Heavy Bundle,891.62,High Level of charges,0
3487,Male,55,No,0,Coleville,96107,38.42528,-119.475741,0,27,Yes,33.94,Yes,Yes,Cable,25.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,1611.65,0.0,0,916.38,2528.03,Stayed,Still Customer,Still Customer,1332,Established,5,Light Bundle,322.33,Mid Level of charges,0
3488,Female,61,Yes,0,Downey,90240,33.956228,-118.120993,1,60,No,0.0,No phone Service,Yes,Cable,2.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,37.7,2288.7,0.0,0,0.0,2288.7,Stayed,Still Customer,Still Customer,24908,Loyal,5,Light Bundle,457.74,Mid Level of charges,0
3489,Male,40,Yes,0,Tupman,93276,35.316263,-119.402559,3,64,Yes,37.46,Yes,Yes,DSL,2.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,66.15,4392.5,0.0,0,2397.44,6789.94,Stayed,Still Customer,Still Customer,236,Loyal,5,Light Bundle,878.5,High Level of charges,0
3490,Female,57,No,0,Blocksburg,95514,40.309088,-123.668201,0,28,Yes,38.97,No,Yes,Cable,3.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.55,1646.45,0.0,0,1091.16,2737.61,Stayed,Still Customer,Still Customer,199,Established,5,Light Bundle,329.29,Mid Level of charges,0
3491,Female,35,Yes,3,Compton,90221,33.885811,-118.206459,1,11,Yes,29.01,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.25,180.3,0.0,0,319.11,499.41,Churned,Attitude,Attitude of support person,51387,Early,1,Single Service,180.3,Low Level of charges,1
3492,Male,28,Yes,2,Farmersville,93223,36.29878,-119.201028,9,34,Yes,42.74,Yes,Yes,Fiber Optic,52.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,3410.0,0.0,0,1453.16,4863.16,Stayed,Still Customer,Still Customer,8644,Established,7,Heavy Bundle,487.14,Mid Level of charges,0
3493,Female,80,No,0,Dunnigan,95937,38.931425,-121.946081,0,36,Yes,41.57,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,2659.45,0.0,0,1496.52,4155.97,Stayed,Still Customer,Still Customer,19,Established,3,Light Bundle,886.48,High Level of charges,0
3494,Male,47,No,0,Apple Valley,92308,34.424926,-117.184503,0,35,No,0.0,No phone Service,Yes,DSL,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0.0,0,0.0,1701.65,Stayed,Still Customer,Still Customer,28819,Established,6,Heavy Bundle,283.61,Mid Level of charges,0
3495,Female,47,No,0,Morro Bay,93442,35.369553,-120.763864,0,22,Yes,5.28,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,26.25,605.9,0.0,0,116.16,722.06,Stayed,Still Customer,Still Customer,10909,Growth,1,Single Service,605.9,Mid Level of charges,0
3496,Female,30,No,0,Inglewood,90302,33.975332,-118.355252,0,4,Yes,48.32,Yes,Yes,Fiber Optic,51.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.95,355.2,0.0,40,193.28,588.48,Churned,Dissatisfaction,Network reliability,30779,New,5,Light Bundle,71.04,Low Level of charges,1
3497,Female,48,Yes,0,San Diego,92129,32.961064,-117.134917,1,4,Yes,4.14,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,381.3,0.0,0,16.56,397.86,Churned,Competitor,Competitor made better offer,47224,New,5,Light Bundle,76.26,Low Level of charges,1
3498,Female,51,Yes,2,Markleeville,96120,38.735789,-119.85798,5,43,Yes,35.2,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.0,817.95,0.0,0,1513.6,2331.55,Stayed,Still Customer,Still Customer,957,Established,1,Single Service,817.95,High Level of charges,0
3499,Male,38,Yes,1,Fallbrook,92028,33.362575,-117.299644,2,70,Yes,31.78,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,-3.0,1458.1,35.44,0,2224.6,3647.26,Stayed,Still Customer,Still Customer,42239,Loyal,1,Single Service,1458.1,High Level of charges,0
3500,Female,26,No,0,Corona,92880,33.918043,-117.617809,0,15,Yes,20.11,No,Yes,Cable,73.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One Year,No,Credit Card,65.6,1010.0,0.0,0,301.65,1311.65,Stayed,Still Customer,Still Customer,16998,Growth,8,Heavy Bundle,126.25,Low Level of charges,0
3501,Male,37,No,0,Stratford,93266,36.175255,-119.813805,0,3,Yes,38.05,No,Yes,DSL,7.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.4,195.65,0.0,0,114.15,309.8,Joined,Still Customer,Still Customer,1729,New,6,Heavy Bundle,32.61,Low Level of charges,0
3502,Male,61,Yes,0,North Palm Springs,92258,33.906496,-116.569499,1,7,Yes,5.13,No,Yes,DSL,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-4.0,340.25,0.0,0,35.91,376.16,Churned,Other,Don't know,732,Early,4,Light Bundle,85.06,Low Level of charges,1
3503,Male,68,No,0,Victorville,92394,34.567058,-117.362329,0,35,Yes,39.69,Yes,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,0.0,0,1389.15,4885.45,Churned,Competitor,Competitor offered more data,12083,Established,6,Heavy Bundle,582.72,Mid Level of charges,1
3504,Female,41,Yes,0,La Puente,91744,34.031441,-117.936436,3,2,Yes,30.19,No,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.6,80.55,0.0,0,60.38,140.93,Churned,Price,Lack of affordable download/upload speed,84965,New,3,Light Bundle,26.85,Low Level of charges,1
3505,Male,54,No,3,Greenville,95947,40.160386,-120.835428,0,29,Yes,2.0,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.85,535.05,0.0,0,58.0,593.05,Stayed,Still Customer,Still Customer,2064,Established,1,Single Service,535.05,Mid Level of charges,0
3506,Male,36,No,0,Huron,93234,36.217864,-120.080117,0,72,No,0.0,No phone Service,Yes,Cable,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.7,4464.8,0.0,0,0.0,4464.8,Stayed,Still Customer,Still Customer,6918,Loyal,9,Heavy Bundle,496.09,Mid Level of charges,0
3507,Female,48,No,0,San Diego,92109,32.787836,-117.232376,0,27,Yes,11.09,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,94.55,2724.6,0.0,0,299.43,3024.03,Churned,Competitor,Competitor made better offer,46086,Established,6,Heavy Bundle,454.1,Mid Level of charges,1
3508,Female,33,Yes,0,Topaz,96133,38.636052,-119.489162,0,71,Yes,3.09,No,Yes,DSL,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,5969.3,0.0,0,219.39,6188.69,Stayed,Still Customer,Still Customer,116,Loyal,10,Heavy Bundle,596.93,Mid Level of charges,0
3509,Female,52,No,0,Hornbrook,96044,41.962127,-122.527696,0,30,Yes,4.22,No,Yes,DSL,13.0,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,74.65,2308.6,0.0,50,126.6,2485.2,Stayed,Still Customer,Still Customer,1026,Established,7,Heavy Bundle,329.8,Mid Level of charges,0
3510,Male,65,Yes,0,Daly City,94015,37.680844,-122.48131,6,19,No,0.0,No phone Service,Yes,DSL,14.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.3,577.15,0.0,0,0.0,577.15,Stayed,Still Customer,Still Customer,63337,Growth,4,Light Bundle,144.29,Low Level of charges,0
3511,Male,54,Yes,2,Garden Grove,92841,33.786738,-117.982564,1,56,Yes,37.67,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.15,1402.25,29.41,0,2109.52,3482.36,Stayed,Still Customer,Still Customer,31428,Loyal,1,Single Service,1402.25,High Level of charges,0
3512,Male,26,Yes,0,Fort Irwin,92310,35.349241,-116.770281,1,36,Yes,12.61,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,20.85,720.05,0.0,0,453.96,1174.01,Stayed,Still Customer,Still Customer,9465,Established,1,Single Service,720.05,Mid Level of charges,0
3513,Female,35,Yes,1,Springville,93265,36.245926,-118.693138,3,57,Yes,1.54,Yes,Yes,DSL,15.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.2,3687.85,0.0,0,87.78,3775.63,Stayed,Still Customer,Still Customer,3546,Loyal,6,Heavy Bundle,614.64,Mid Level of charges,0
3514,Male,43,No,0,Creston,93432,35.480896,-120.469476,0,3,Yes,28.97,No,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.6,207.4,0.0,20,86.91,314.31,Joined,Still Customer,Still Customer,1203,New,2,Light Bundle,103.7,Low Level of charges,0
3515,Female,30,Yes,0,Escondido,92027,33.141265,-116.967221,0,52,Yes,44.34,Yes,Yes,Fiber Optic,71.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.7,5138.1,0.0,0,2305.68,7443.78,Stayed,Still Customer,Still Customer,48690,Loyal,8,Heavy Bundle,642.26,Mid Level of charges,0
3516,Female,40,No,0,San Leandro,94579,37.687264,-122.15728,0,2,Yes,43.27,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,20.0,40.9,0.0,0,86.54,127.44,Joined,Still Customer,Still Customer,19815,New,1,Single Service,40.9,Low Level of charges,0
3517,Male,48,No,0,Huntington Beach,92647,33.723579,-118.005441,0,17,No,0.0,No phone Service,Yes,DSL,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.1,382.8,0.0,0,0.0,382.8,Stayed,Still Customer,Still Customer,58764,Growth,2,Light Bundle,191.4,Low Level of charges,0
3518,Male,80,No,0,Canoga Park,91304,34.224377,-118.632656,0,1,Yes,28.49,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,0,28.49,103.84,Churned,Attitude,Attitude of support person,49242,New,3,Light Bundle,25.12,Low Level of charges,1
3519,Male,66,No,0,Santa Monica,90404,34.026334,-118.474222,0,68,Yes,19.67,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,6503.2,0.0,0,1337.56,7840.76,Stayed,Still Customer,Still Customer,19975,Loyal,6,Heavy Bundle,1083.87,High Level of charges,0
3520,Male,37,No,0,Los Angeles,90033,34.050198,-118.210946,0,57,Yes,38.73,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.75,1118.8,0.0,0,2207.61,3326.41,Stayed,Still Customer,Still Customer,49431,Loyal,1,Single Service,1118.8,High Level of charges,0
3521,Male,40,Yes,0,Cantua Creek,93608,36.488056,-120.407691,5,72,Yes,24.24,Yes,Yes,DSL,27.0,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,55.3,3983.6,0.0,0,1745.28,5728.88,Stayed,Still Customer,Still Customer,1766,Loyal,4,Light Bundle,995.9,High Level of charges,0
3522,Male,62,No,0,Holtville,92250,32.811001,-115.152865,0,26,Yes,37.69,Yes,Yes,Fiber Optic,30.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.3,2281.6,0.0,0,979.94,3261.54,Stayed,Still Customer,Still Customer,8062,Established,5,Light Bundle,456.32,Mid Level of charges,0
3523,Male,24,No,3,Weed,96094,41.465121,-122.380947,0,14,Yes,36.73,No,Yes,Cable,52.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.1,1054.8,0.0,0,514.22,1569.02,Stayed,Still Customer,Still Customer,5896,Growth,9,Heavy Bundle,117.2,Low Level of charges,0
3524,Female,27,No,0,Phelan,92371,34.441123,-117.537886,0,30,Yes,34.49,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.45,3096.9,0.0,80,1034.7,4211.6,Stayed,Still Customer,Still Customer,12463,Established,6,Heavy Bundle,516.15,Mid Level of charges,0
3525,Male,45,No,0,Susanville,96130,40.559177,-120.612113,0,66,No,0.0,No phone Service,Yes,Cable,15.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0.0,0,0.0,1983.15,Stayed,Still Customer,Still Customer,19440,Loyal,3,Light Bundle,661.05,Mid Level of charges,0
3526,Male,30,Yes,0,Hercules,94547,37.991259,-122.214945,1,49,Yes,47.17,Yes,Yes,Fiber Optic,26.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.85,4733.1,0.0,30,2311.33,7074.43,Stayed,Still Customer,Still Customer,22479,Loyal,5,Light Bundle,946.62,High Level of charges,0
3527,Female,44,Yes,3,Hoopa,95546,41.163637,-123.704841,10,15,Yes,46.64,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.35,335.95,0.0,0,699.6,1035.55,Stayed,Still Customer,Still Customer,3041,Growth,1,Single Service,335.95,Mid Level of charges,0
3528,Male,32,Yes,0,Capistrano Beach,92624,33.458754,-117.665104,4,71,Yes,15.12,Yes,Yes,DSL,30.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-8.0,5956.85,0.0,0,1073.52,7030.37,Stayed,Still Customer,Still Customer,7465,Loyal,9,Heavy Bundle,661.87,Mid Level of charges,0
3529,Female,23,No,0,Keyes,95328,37.555631,-120.911653,0,39,Yes,29.79,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,-10.0,762.45,0.0,0,1161.81,1924.26,Stayed,Still Customer,Still Customer,2130,Established,1,Single Service,762.45,Mid Level of charges,0
3530,Female,29,Yes,2,Escalon,95320,37.818543,-121.006907,2,67,No,0.0,No phone Service,Yes,Cable,51.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,54.2,3623.95,0.0,0,0.0,3623.95,Stayed,Still Customer,Still Customer,11474,Loyal,7,Heavy Bundle,517.71,Mid Level of charges,0
3531,Male,20,Yes,1,Nubieber,96068,41.082472,-121.195215,6,31,Yes,25.04,No,Yes,DSL,71.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,54.35,1647.0,0.0,0,776.24,2423.24,Stayed,Still Customer,Still Customer,240,Established,5,Light Bundle,329.4,Mid Level of charges,0
